gene	length	GC%
PLOD1	63	73.015873015873
MFN2	563	52.753108348135
MIIP	137	67.8832116788321
TNFRSF8	296	64.527027027027
TNFRSF1B	101	77.2277227722772
VPS13D	167	58.6826347305389
DHRS3	862	51.3921113689095
AADACL4	462	53.4632034632035
AADACL3	67	55.2238805970149
C1orf158	231	47.1861471861472
PRAMEF12	1130	40.7964601769912
PRAMEF1	103	52.4271844660194
PRAMEF11	71	47.887323943662
HNRNPCL1	221	47.5113122171946
PRAMEF2	87	51.7241379310345
PRAMEF4	71	45.0704225352113
PRAMEF10	80	48.75
PRAMEF7	98	52.0408163265306
PRAMEF6	86	50
PRAMEF27	178	49.438202247191
HNRNPCL3	343	49.5626822157434
PRAMEF25	94	50
HNRNPCL2	243	49.3827160493827
PRAMEF26	94	48.936170212766
HNRNPCL4	164	49.390243902439
PRAMEF9	701	44.793152639087
PRAMEF13	103	52.4271844660194
PRAMEF5	86	50
PRAMEF8	83	45.7831325301205
PRAMEF33	73	46.5753424657534
PRAMEF15	94	48.936170212766
PRAMEF14	103	51.4563106796116
PRAMEF17	26	38.4615384615385
PRAMEF20	4	50
LRRC38	410	74.1463414634146
PDPN	341	50.4398826979472
PRDM2	856	40.6542056074766
KAZN	874	66.0183066361556
TMEM51	474	62.8691983122363
FHAD1	255	45.8823529411765
EFHD2	84	76.1904761904762
CTRC	22	59.0909090909091
CELA2A	22	59.0909090909091
CELA2B	22	59.0909090909091
CASP9	245	76.3265306122449
DNAJC16	164	65.8536585365854
AGMAT	84	73.8095238095238
DDI2	213	76.5258215962441
PLEKHM2	239	87.4476987447699
SLC25A34	228	65.3508771929825
TMEM82	61	68.8524590163934
FBLIM1	443	61.6252821670429
UQCRHL	1699	47.7928193054738
SPEN	361	78.1163434903047
ZBTB17	239	63.1799163179916
SRARP	68	63.2352941176471
HSPB7	125	51.2
CLCNKA	128	57.8125
CLCNKB	904	59.6238938053097
FAM131C	209	83.2535885167464
EPHA2	137	75.1824817518248
ARHGEF19	180	65.5555555555556
CPLANE2	441	66.6666666666667
FBXO42	243	70.7818930041152
SZRD1	16	56.25
SPATA21	483	49.8964803312629
NECAP2	38	71.0526315789474
NBPF1	888	56.4189189189189
CROCC	88	67.0454545454545
MFAP2	75	69.3333333333333
ATP13A2	190	83.1578947368421
SDHB	13	61.5384615384615
PADI2	80	77.5
PADI1	90	61.1111111111111
PADI3	40	60
PADI4	26	69.2307692307692
PADI6	50	70
RCC2	141	48.936170212766
ARHGEF10L	296	81.7567567567568
ACTL8	196	57.6530612244898
IGSF21	331	79.7583081570997
KLHDC7A	52	44.2307692307692
PAX7	758	61.8733509234829
TAS1R2	22	59.0909090909091
ALDH4A1	32	62.5
IFFO2	344	79.0697674418605
UBR4	18	55.5555555555556
EMC1	15	66.6666666666667
MRTO4	31	67.741935483871
AKR7L	77	75.3246753246753
AKR7A3	61	72.1311475409836
AKR7A2	20	75
SLC66A1	642	71.3395638629283
CAPZB	39	84.6153846153846
MICOS10	67	73.134328358209
NBL1	185	55.6756756756757
HTR6	879	75.0853242320819
TMCO4	241	58.0912863070539
RNF186	182	59.8901098901099
OTUD3	119	68.9075630252101
PLA2G2E	58	56.8965517241379
PLA2G2A	272	56.9852941176471
PLA2G5	282	58.5106382978723
PLA2G2D	38	60.5263157894737
PLA2G2F	105	65.7142857142857
PLA2G2C	61	60.655737704918
UBXN10	73	64.3835616438356
VWA5B1	240	61.25
CAMK2N1	831	74.2478941034898
MUL1	127	68.503937007874
FAM43B	401	72.3192019950125
CDA	33	72.7272727272727
PINK1	91	79.1208791208791
DDOST	143	67.8321678321678
KIF17	311	83.6012861736334
SH2D5	565	69.5575221238938
HP1BP3	213	60.093896713615
EIF4G3	2078	37.0548604427334
ECE1	126	77.7777777777778
NBPF3	351	64.1025641025641
ALPL	199	65.3266331658292
RAP1GAP	258	63.5658914728682
USP48	192	76.5625
LDLRAD2	187	57.2192513368984
HSPG2	93	86.0215053763441
CELA3A	18	38.8888888888889
CDC42	179	53.6312849162011
WNT4	175	86.8571428571429
ZBTB40	511	49.119373776908
EPHA8	147	84.3537414965986
C1QA	82	64.6341463414634
C1QC	118	64.4067796610169
C1QB	91	61.5384615384615
EPHB2	144	85.4166666666667
TEX46	79	46.8354430379747
KDM1A	129	77.5193798449613
LUZP1	802	62.3441396508728
HTR1D	994	52.4144869215292
HNRNPR	83	60.2409638554217
ZNF436	531	57.6271186440678
TCEA3	115	78.2608695652174
ASAP3	46	84.7826086956522
E2F2	440	72.7272727272727
ID3	75	54.6666666666667
RPL11	18	55.5555555555556
ELOA	271	76.7527675276753
PITHD1	98	75.5102040816327
LYPLA2	132	68.9393939393939
GALE	119	58.8235294117647
HMGCL	14	57.1428571428571
FUCA1	4	75
CNR2	162	61.7283950617284
PNRC2	439	47.6082004555809
SRSF10	72	76.3888888888889
MYOM3	123	56.9105691056911
IL22RA1	58	67.2413793103448
IFNLR1	41	85.3658536585366
GRHL3	195	54.3589743589744
STPG1	255	47.0588235294118
NIPAL3	715	55.8041958041958
RCAN3	374	75.668449197861
NCMAP	90	81.1111111111111
SRRM1	25	68
CLIC4	107	73.8317757009346
RUNX3	439	46.9248291571754
SYF2	35	51.4285714285714
RSRP1	1192	59.9832214765101
RHD	62	62.9032258064516
TMEM50A	136	63.2352941176471
RHCE	389	67.6092544987146
MACO1	202	74.7524752475248
LDLRAP1	93	77.4193548387097
MAN1C1	960	71.4583333333333
SELENON	38	86.8421052631579
MTFR1L	1582	50.3160556257901
AUNIP	100	75
PAQR7	667	41.3793103448276
STMN1	364	67.8571428571429
PAFAH2	86	52.3255813953488
EXTL1	872	65.0229357798165
SLC30A2	222	78.3783783783784
TRIM63	136	53.6764705882353
PDIK1L	287	57.8397212543554
FAM110D	128	59.375
C1orf232	464	53.8793103448276
ZNF593OS	160	61.25
ZNF593	42	76.1904761904762
CNKSR1	1007	56.7030784508441
CATSPER4	26	50
CEP85	131	59.5419847328244
SH3BGRL3	34	76.4705882352941
UBXN11	80	60
CD52	60	48.3333333333333
CRYBG2	31	74.1935483870968
ZNF683	121	54.5454545454545
LIN28A	75	76
DHDDS	150	57.3333333333333
HMGN2	173	65.8959537572254
RPS6KA1	59	74.5762711864407
ARID1A	389	77.3778920308483
PIGV	682	56.4516129032258
ZDHHC18	117	83.7606837606838
SFN	64	68.75
GPN2	187	63.6363636363636
GPATCH3	25	44
NUDC	106	71.6981132075472
NR0B2	35	57.1428571428571
KDF1	151	72.1854304635762
TRNP1	95	72.6315789473684
TENT5B	180	72.2222222222222
SLC9A1	791	62.5790139064475
WDTC1	419	65.3937947494033
TMEM222	50	78
SYTL1	462	58.008658008658
MAP3K6	364	63.7362637362637
FCN3	6	50
CD164L2	64	82.8125
GPR3	121	79.3388429752066
WASF2	225	69.7777777777778
AHDC1	969	64.9122807017544
FGR	197	72.0812182741117
IFI6	202	59.9009900990099
FAM76A	120	78.3333333333333
STX12	89	67.4157303370787
PPP1R8	795	55.9748427672956
THEMIS2	28	71.4285714285714
RPA2	132	60.6060606060606
SMPDL3B	155	55.4838709677419
XKR8	120	80.8333333333333
EYA3	155	46.4516129032258
PTAFR	335	60.5970149253731
DNAJC8	31	67.741935483871
ATP5IF1	30	63.3333333333333
SESN2	330	72.4242424242424
MED18	207	55.5555555555556
PHACTR4	124	62.0967741935484
RCC1	285	42.4561403508772
TRNAU1AP	26	76.9230769230769
TAF12	107	59.8130841121495
RAB42	247	69.6356275303644
GMEB1	86	69.7674418604651
YTHDF2	263	70.722433460076
OPRD1	214	83.1775700934579
EPB41	725	47.448275862069
TMEM200B	158	70.8860759493671
SRSF4	148	79.7297297297297
MECR	28	60.7142857142857
PTPRU	123	85.3658536585366
MATN1	34	67.6470588235294
LAPTM5	29	65.5172413793103
SDC3	1493	57.4681848626926
PUM1	113	60.1769911504425
NKAIN1	340	82.0588235294118
SNRNP40	37	72.972972972973
ZCCHC17	261	59.0038314176245
FABP3	62	61.2903225806452
SERINC2	273	51.2820512820513
TINAGL1	96	75
HCRTR1	387	69.250645994832
PEF1	12	50
COL16A1	215	68.3720930232558
ADGRB2	647	74.3431221020093
SPOCD1	130	60.7692307692308
PTP4A2	975	53.5384615384615
KHDRBS1	128	71.875
TMEM39B	109	72.4770642201835
KPNA6	75	64
TXLNA	281	59.4306049822064
CCDC28B	100	68
IQCC	11	72.7272727272727
DCDC2B	5	40
TMEM234	25	60
EIF3I	9	77.7777777777778
FAM167B	200	57.5
LCK	100	57
HDAC1	87	77.0114942528736
MARCKSL1	200	80.5
TSSK3	163	61.3496932515337
FAM229A	152	73.0263157894737
BSDC1	12	58.3333333333333
RP1-27O5.3	90	65.5555555555556
ZBTB8B	75	64
ZBTB8A	229	54.585152838428
ZBTB8OS	21	47.6190476190476
RBBP4	99	71.7171717171717
SYNC	110	78.1818181818182
KIAA1522	125	84
YARS1	125	72.8
S100PBP	156	52.5641025641026
FNDC5	166	86.7469879518072
HPCA	46	73.9130434782609
TMEM54	151	83.4437086092715
RNF19B	124	81.4516129032258
AK2	55	61.8181818181818
AZIN2	547	64.5338208409506
TRIM62	611	71.5220949263502
ZNF362	251	70.5179282868526
PHC2	174	77.0114942528736
ZSCAN20	157	56.0509554140127
CSMD2	133	65.4135338345865
HMGB4	1905	44.251968503937
C1orf94	883	63.7599093997735
SMIM12	78	76.9230769230769
GJB5	173	58.9595375722543
GJB4	371	52.0215633423181
GJB3	590	72.7118644067797
GJA4	87	79.3103448275862
DLGAP3	334	72.7544910179641
RP11-244H3.5	8	100
RP11-244H3.4	185	54.0540540540541
TMEM35B	48	79.1666666666667
ZMYM6	205	48.2926829268293
ZMYM1	814	49.017199017199
SFPQ	96	57.2916666666667
ZMYM4	338	72.7810650887574
KIAA0319L	225	70.2222222222222
NCDN	392	60.4591836734694
TFAP2E	264	74.6212121212121
PSMB2	94	64.8936170212766
C1orf216	183	77.0491803278689
CLSPN	108	63.8888888888889
AGO4	401	83.0423940149626
AGO1	213	74.6478873239437
AGO3	322	72.9813664596273
TEKT2	225	67.1111111111111
ADPRS	13	76.9230769230769
COL8A2	227	81.9383259911894
TRAPPC3	136	75
MAP7D1	453	80.794701986755
THRAP3	197	50.253807106599
SH3D21	164	61.5853658536585
EVA1B	292	56.1643835616438
STK40	8	50
LSM10	166	69.8795180722892
OSCP1	64	65.625
MRPS15	109	73.394495412844
CSF3R	548	61.8613138686131
GRIK3	407	82.3095823095823
ZC3H12A	88	73.8636363636364
MEAF6	20	80
SNIP1	64	46.875
DNALI1	10	70
GNL2	115	62.6086956521739
RSPO1	682	66.8621700879765
C1orf109	531	57.2504708097928
CDCA8	175	67.4285714285714
EPHA10	54	74.0740740740741
MANEAL	336	76.1904761904762
YRDC	28	75
C1orf122	1706	65.767878077374
MTF1	113	58.4070796460177
INPP5B	94	65.9574468085106
SF3A3	57	56.140350877193
FHL3	178	79.2134831460674
UTP11	69	57.9710144927536
POU3F1	50	90
RRAGC	126	83.3333333333333
MYCBP	43	72.0930232558139
RP5-864K19.6	281	36.2989323843416
GJA9	251	36.2549800796813
RHBDL2	1009	50.8424182358771
AKIRIN1	105	75.2380952380952
NDUFS5	83	62.6506024096386
MACF1	777	51.2226512226512
BMP8A	356	78.6516853932584
PABPC4	839	65.554231227652
HEYL	18	72.2222222222222
NT5C1A	69	78.2608695652174
HPCAL4	294	69.0476190476191
PPIE	13	76.9230769230769
BMP8B	380	78.6842105263158
OXCT2	93	78.494623655914
MYCL	483	76.6045548654244
MFSD2A	143	72.027972027972
CAP1	561	66.8449197860963
PPT1	16	50
RLF	13	76.9230769230769
TMCO2	57	36.8421052631579
ZMPSTE24	231	64.5021645021645
COL9A2	89	74.1573033707865
SMAP2	394	75.6345177664975
ZFP69B	486	50.8230452674897
ZFP69	931	60.3651987110634
EXO5	1074	56.9832402234637
ZNF684	315	54.9206349206349
RIMS3	495	69.2929292929293
NFYC	268	48.5074626865672
KCNQ4	307	80.1302931596091
CITED4	236	75.4237288135593
CTPS1	138	68.1159420289855
SLFNL1	2577	55.0640279394645
SCMH1	597	42.5460636515913
EDN2	82	63.4146341463415
HIVEP3	1310	51.4503816793893
GUCA2B	41	75.609756097561
GUCA2A	33	66.6666666666667
FOXJ3	312	42.3076923076923
RIMKLA	143	85.3146853146853
ZMYND12	25	64
PPCS	23	82.6086956521739
PPIH	131	64.8854961832061
YBX1	148	69.5945945945946
CLDN19	191	67.0157068062827
P3H1	41	70.7317073170732
C1orf50	63	61.9047619047619
RP5-994D16.12	6	66.6666666666667
TMEM269	149	54.3624161073826
SVBP	244	71.7213114754098
ERMAP	253	61.6600790513834
ZNF691	350	44
SLC2A1	217	71.4285714285714
FAM183A	48	70.8333333333333
EBNA1BP2	149	65.1006711409396
CFAP57	146	53.4246575342466
TMEM125	570	60.8771929824561
C1orf210	236	62.7118644067797
TIE1	90	65.5555555555556
MPL	31	64.5161290322581
CDC20	203	71.4285714285714
ELOVL1	267	62.5468164794007
MED8	36	69.4444444444444
SZT2	70	70
HYI	196	69.3877551020408
PTPRF	333	72.3723723723724
KDM4A	143	58.041958041958
RP11-7O11.7	143	58.041958041958
ARTN	782	66.7519181585678
IPO13	651	66.0522273425499
DPH2	166	62.0481927710843
ATP6V0B	97	78.3505154639175
B4GALT2	327	85.0152905198777
CCDC24	167	64.0718562874251
SLC6A9	242	68.1818181818182
KLF17	87	60.9195402298851
DMAP1	283	68.1978798586572
ERI3	231	77.0562770562771
RNF220	450	61.1111111111111
TMEM53	90	77.7777777777778
ARMH1	397	58.6901763224181
KIF2C	351	53.8461538461538
RPS8	57	52.6315789473684
BEST4	465	57.2043010752688
PLK3	87	79.3103448275862
DYNLT4	579	57.167530224525
BTBD19	339	65.4867256637168
PTCH2	321	73.8317757009346
EIF2B3	239	62.7615062761506
HECTD3	67	73.134328358209
UROD	1271	57.4350904799371
ZSWIM5	255	80
HPDL	254	65.748031496063
MUTYH	1130	46.8141592920354
RP4-534D1.6	390	59.7435897435897
TOE1	83	68.6746987951807
TESK2	398	59.7989949748744
CCDC163	470	57.6595744680851
MMACHC	33	57.5757575757576
PRDX1	281	58.0071174377224
AKR1A1	747	60.2409638554217
NASP	106	53.7735849056604
CCDC17	145	52.4137931034483
GPBP1L1	1264	41.376582278481
TMEM69	190	50.5263157894737
IPP	107	60.7476635514019
MAST2	284	75.3521126760563
PIK3R3	677	54.5051698670606
P3R3URF-PIK3R3	17	64.7058823529412
TSPAN1	464	53.6637931034483
P3R3URF	17	64.7058823529412
POMGNT1	637	58.712715855573
LURAP1	93	72.0430107526882
RAD54L	609	57.799671592775
LRRC41	1651	44.2761962447002
UQCRH	58	53.448275862069
NSUN4	20	70
FAAH	32	65.625
DMBX1	194	62.8865979381443
TMEM275	271	69.3726937269373
KNCN	432	58.3333333333333
MKNK1	244	56.9672131147541
MOB3C	3144	55.4389312977099
ATPAF1	63	80.9523809523809
TEX38	584	51.027397260274
EFCAB14	1052	62.8326996197719
CYP4B1	36	55.5555555555556
CYP4A11	43	60.4651162790698
CYP4X1	149	71.1409395973154
CYP4Z1	260	49.2307692307692
CYP4A22	45	60
PDZK1IP1	104	61.5384615384615
TAL1	577	57.7123050259965
STIL	662	59.3655589123867
CMPK1	156	84.6153846153846
FOXE3	31	87.0967741935484
FOXD2	92	79.3478260869565
TRABD2B	596	77.6845637583893
SLC5A9	50	56
SPATA6	196	78.0612244897959
BEND5	60	88.3333333333333
ELAVL4	350	43.7142857142857
DMRTA2	336	69.6428571428571
FAF1	456	76.9736842105263
CDKN2C	2034	63.7659783677483
C1orf185	6	33.3333333333333
RNF11	484	76.4462809917355
TTC39A	161	62.7329192546584
EPS15	35	54.2857142857143
OSBPL9	19	63.1578947368421
NRDC	190	70.5263157894737
RAB3B	149	77.1812080536913
TXNDC12	95	72.6315789473684
KTI12	49	65.3061224489796
BTF3L4	98	59.1836734693878
ZFYVE9	515	57.6699029126214
CC2D1B	139	71.9424460431655
ORC1	183	59.5628415300546
PRPF38A	148	43.9189189189189
TUT4	263	58.1749049429658
GPX7	39	69.2307692307692
SHISAL2A	326	78.5276073619632
COA7	21	71.4285714285714
ZYG11B	201	76.1194029850746
ZYG11A	124	74.1935483870968
ECHDC2	317	60.8832807570978
SCP2	120	75.8333333333333
PODN	310	64.1935483870968
SLC1A7	172	68.0232558139535
CPT2	124	67.741935483871
CZIB	59	72.8813559322034
MAGOH	70	62.8571428571429
LRP8	158	86.7088607594937
DMRTB1	55	58.1818181818182
GLIS1	567	53.4391534391534
NDC1	35	65.7142857142857
YIPF1	354	56.4971751412429
DIO1	24	54.1666666666667
HSPB11	33	45.4545454545455
LRRC42	248	69.758064516129
LDLRAD1	74	60.8108108108108
TMEM59	16	56.25
TCEANC2	193	59.0673575129534
RP11-446E24.4	164	57.9268292682927
CDCP2	848	52.3584905660377
CYB5RL	277	56.3176895306859
MRPL37	48	60.4166666666667
SSBP3	411	79.3187347931873
ACOT11	82	65.8536585365854
FAM151A	130	66.1538461538461
MROH7	821	52.0097442143727
MROH7-TTC4	396	53.5353535353535
TTC4	48	70.8333333333333
PARS2	92	73.9130434782609
TTC22	160	74.375
LEXM	54	77.7777777777778
DHCR24	76	77.6315789473684
TMEM61	438	77.8538812785388
BSND	254	60.6299212598425
PCSK9	290	70.3448275862069
USP24	251	79.6812749003984
PLPP3	547	66.9104204753199
PRKAA2	74	81.0810810810811
FYB2	114	57.8947368421053
C8A	105	41.9047619047619
C8B	570	45.4385964912281
DAB1	267	62.9213483146067
TACSTD2	96	76.0416666666667
MYSM1	10	60
JUN	977	64.9948822927329
FGGY	516	49.8062015503876
HOOK1	169	73.3727810650888
CYP2J2	9	66.6666666666667
C1orf87	108	61.1111111111111
NFIA	231	55.8441558441558
TM2D1	13	61.5384615384615
PATJ	111	60.3603603603604
L1TD1	277	45.8483754512635
KANK4	399	73.1829573934837
USP1	421	62.9453681710214
DOCK7	80	85
ANGPTL3	47	29.7872340425532
ATG4C	210	48.0952380952381
FOXD3	492	75.4065040650407
ALG6	268	45.1492537313433
ITGB3BP	369	57.7235772357724
EFCAB7	111	50.4504504504504
PGM1	368	46.4673913043478
ROR1	401	74.0648379052369
UBE2U	424	50.9433962264151
CACHD1	616	74.8376623376623
RAVER2	78	74.3589743589744
JAK1	297	68.6868686868687
AK4	358	73.1843575418994
DNAJC6	203	53.6945812807882
LEPROT	114	48.2456140350877
LEPR	169	56.8047337278106
PDE4B	485	40.2061855670103
SGIP1	206	50
DYNLT5	129	72.8682170542636
INSL5	55	30.9090909090909
MIER1	39	74.3589743589744
SLC35D1	135	76.2962962962963
C1orf141	21	28.5714285714286
IL23R	117	48.7179487179487
IL12RB2	219	56.1643835616438
SERBP1	102	69.6078431372549
GADD45A	294	73.469387755102
GNG12	200	58.5
DIRAS3	637	55.8869701726845
WLS	224	59.8214285714286
RPE65	49	46.9387755102041
DEPDC1	83	73.4939759036145
LRRC7	718	67.966573816156
LRRC40	39	58.974358974359
SRSF11	82	58.5365853658537
ANKRD13C	314	67.8343949044586
CTH	148	56.7567567567568
PTGER3	231	76.1904761904762
ZRANB2	16	62.5
NEGR1	45	62.2222222222222
LRRIQ3	192	59.375
FPGT-TNNI3K	35	71.4285714285714
FPGT	37	72.972972972973
TNNI3K	65	35.3846153846154
LRRC53	112	44.6428571428571
ERICH3	273	72.5274725274725
CRYZ	505	53.8613861386139
TYW3	93	63.4408602150538
LHX8	664	56.7771084337349
SLC44A5	114	39.4736842105263
ACADM	357	68.6274509803922
RABGGTB	16	50
MSH4	104	60.5769230769231
ASB17	113	38.0530973451327
ST6GALNAC3	121	74.3801652892562
ST6GALNAC5	196	61.2244897959184
PIGK	28	57.1428571428571
AK5	1026	53.1189083820663
ZZZ3	476	40.9663865546218
USP33	347	59.6541786743516
MIGA1	32	65.625
NEXN	188	59.5744680851064
FUBP1	68	50
DNAJB4	172	37.7906976744186
GIPC2	129	75.968992248062
PTGFR	335	66.2686567164179
IFI44L	134	41.044776119403
IFI44	85	47.0588235294118
ADGRL4	540	44.4444444444444
ADGRL2	150	38
TTLL7	378	59.7883597883598
PRKACB	264	73.4848484848485
SAMD13	192	75.5208333333333
DNASE2B	81	50.6172839506173
RPF1	16	56.25
GNG5	474	65.8227848101266
SPATA1	159	30.188679245283
CTBS	25	68
SSX2IP	353	74.2209631728045
LPAR3	209	77.0334928229665
MCOLN2	241	65.5601659751037
DNAI3	115	51.304347826087
MCOLN3	377	61.2732095490716
SYDE2	20	50
C1orf52	29	68.9655172413793
BCL10	280	70.7142857142857
DDAH1	502	49.800796812749
CCN1	224	78.125
ZNHIT6	149	57.0469798657718
COL24A1	376	56.9148936170213
ODF2L	282	58.8652482269503
CLCA2	77	45.4545454545455
CLCA1	351	37.037037037037
CLCA4	42	40.4761904761905
SH3GLB1	330	74.2424242424242
SELENOF	313	48.5623003194888
HS2ST1	402	71.6417910447761
RP5-1052I5.2	73	52.0547945205479
LMO4	368	65.7608695652174
PKN2	308	66.8831168831169
GTF2B	68	58.8235294117647
KYAT3	195	65.1282051282051
RBMXL1	716	58.5195530726257
GBP3	205	40
GBP1	68	48.5294117647059
GBP2	269	47.2118959107807
GBP7	102	43.1372549019608
GBP4	108	49.0740740740741
GBP5	3249	36.4112034472145
GBP6	92	50
LRRC8B	817	49.6940024479804
LRRC8C	207	72.463768115942
RP11-302M6.4	187	72.7272727272727
LRRC8D	407	72.2358722358722
ZNF326	148	74.3243243243243
BARHL2	107	53.2710280373832
ZNF644	218	57.3394495412844
HFM1	67	50.7462686567164
CDC7	259	60.6177606177606
TGFBR3	515	38.8349514563107
BRDT	924	52.8138528138528
EPHX4	95	81.0526315789474
BTBD8	227	62.9955947136564
C1orf146	464	39.2241379310345
GLMN	93	58.0645161290323
RPAP2	15	60
GFI1	299	68.8963210702341
EVI5	353	64.3059490084986
RPL5	75	69.3333333333333
DIPK1A	211	38.8625592417062
MTF2	244	58.6065573770492
TMED5	171	62.5730994152047
CCDC18	502	61.7529880478088
DR1	739	64.8173207036536
FNBP1L	151	67.5496688741722
BCAR3	251	77.6892430278884
DNTTIP2	58	65.5172413793103
GCLM	267	79.0262172284644
ABCA4	103	57.2815533980583
ARHGAP29	202	69.3069306930693
ABCD3	90	78.8888888888889
F3	123	72.3577235772358
SLC44A3	95	84.2105263157895
CNN3	216	73.6111111111111
ALG14	53	60.377358490566
TLCD4	274	74.8175182481752
TLCD4-RWDD3	180	60.5555555555556
RWDD3	21	80.9523809523809
PTBP2	82	62.1951219512195
DPYD	112	59.8214285714286
SNX7	11	72.7272727272727
PLPPR5	361	81.1634349030471
PLPPR4	302	68.8741721854305
PALMD	205	52.1951219512195
FRRS1	134	39.5522388059701
AGL	478	42.0502092050209
SLC35A3	185	72.972972972973
RP4-714D9.5	142	73.2394366197183
MFSD14A	138	72.463768115942
SASS6	116	62.0689655172414
TRMT13	6	16.6666666666667
LRRC39	280	35.7142857142857
DBT	14	50
RTCA	160	65
CDC14A	449	70.1559020044543
GPR88	437	58.8100686498856
VCAM1	119	50.4201680672269
EXTL2	654	50.611620795107
SLC30A7	173	63.5838150289017
DPH5	125	48
S1PR1	244	62.2950819672131
OLFM3	110	50.9090909090909
COL11A1	318	55.9748427672956
RNPC3	236	51.271186440678
AMY2B	1341	36.9127516778523
AMY2A	14	28.5714285714286
