V1	V2	gene
ENST00000404138.5|ZBTB40	0.949699660731489	ZBTB40
ENST00000166244.8|EPHA8	0.965470474857156	EPHA8
ENST00000374642.8|C1QA	0.962518018171292	C1QA
ENST00000374639.7|C1QC	0.930075903623309	C1QC
ENST00000509305.6|C1QB	0.892224276065059	C1QB
ENST00000374630.8|EPHB2	0.969538943786255	EPHB2
ENST00000566855.4|TEX46	0.839941754954676	TEX46
ENST00000400181.9|KDM1A	0.886391756108177	KDM1A
ENST00000302291.8|LUZP1	0.955161373646771	LUZP1
ENST00000374619.2|HTR1D	0.903713785691891	HTR1D
ENST00000302271.11|HNRNPR	0.895474609102347	HNRNPR
ENST00000314011.9|ZNF436	0.928562363188223	ZNF436
ENST00000450454.7|TCEA3	0.965382041303419	TCEA3
ENST00000336689.8|ASAP3	0.954329742903904	ASAP3
ENST00000361729.3|E2F2	0.872944833536754	E2F2
ENST00000374561.6|ID3	0.942021694605938	ID3
ENST00000643754.2|RPL11	0.953360146838566	RPL11
ENST00000418390.6|ELOA	0.898764396499103	ELOA
ENST00000246151.9|PITHD1	0.923043742992575	PITHD1
ENST00000374514.8|LYPLA2	0.79696951517013	LYPLA2
ENST00000617979.5|GALE	0.94369414057661	GALE
ENST00000374490.8|HMGCL	0.958256806457676	HMGCL
ENST00000374472.5|CNR2	0.928451599644159	CNR2
ENST00000647887.1|PNRC2	0.911895543997414	PNRC2
ENST00000492112.3|SRSF10	0.956551719108423	SRSF10
ENST00000374434.4|MYOM3	0.940771366355302	MYOM3
ENST00000270800.2|IL22RA1	0.913115326165557	IL22RA1
ENST00000327535.6|IFNLR1	0.955061629521924	IFNLR1
ENST00000361548.9|GRHL3	0.921655692999618	GRHL3
ENST00000374409.5|STPG1	0.946210229904686	STPG1
ENST00000003912.7|NIPAL3	0.823954726317362	NIPAL3
ENST00000374395.9|RCAN3	0.885861414192808	RCAN3
ENST00000374392.3|NCMAP	0.917640220536445	NCMAP
ENST00000323848.14|SRRM1	0.96151849906354	SRRM1
ENST00000374379.9|CLIC4	0.973654599685256	CLIC4
ENST00000399916.5|RUNX3	0.93391403342191	RUNX3
ENST00000236273.9|SYF2	0.914844202980907	SYF2
ENST00000473314.6|RSRP1	0.918382094932386	RSRP1
ENST00000622561.4|RHD	0.898305107063225	RHD
ENST00000374358.5|TMEM50A	0.881993981838273	TMEM50A
ENST00000349320.7|RHCE	0.815204673836887	RHCE
ENST00000374343.5|MACO1	0.931152183877913	MACO1
ENST00000374338.5|LDLRAP1	0.95500155092611	LDLRAP1
ENST00000611903.4|MAN1C1	0.898803209326801	MAN1C1
ENST00000361547.7|SELENON	0.957468371405296	SELENON
ENST00000466284.1|MTFR1L	0.839010802024054	MTFR1L
ENST00000374298.4|AUNIP	0.947069407194855	AUNIP
ENST00000374296.4|PAQR7	0.959400804707008	PAQR7
ENST00000399728.5|STMN1	0.952586544173849	STMN1
ENST00000374282.8|PAFAH2	0.903799671195924	PAFAH2
ENST00000374280.4|EXTL1	0.916508679550938	EXTL1
ENST00000374276.4|SLC30A2	0.91239078016184	SLC30A2
ENST00000374272.4|TRIM63	0.910767167696526	TRIM63
ENST00000374271.8|PDIK1L	0.913311925916281	PDIK1L
ENST00000374268.5|FAM110D	0.889883892040334	FAM110D
ENST00000634842.2|C1orf232	0.946765045059307	C1orf232
ENST00000448923.2|ZNF593OS	0.918271058590746	ZNF593OS
ENST00000270812.6|ZNF593	0.927267957714478	ZNF593
ENST00000531191.5|CNKSR1	0.927248199338431	CNKSR1
ENST00000456354.7|CATSPER4	0.942124193049199	CATSPER4
ENST00000252992.8|CEP85	0.87271785146244	CEP85
ENST00000319041.6|SH3BGRL3	0.924390406939463	SH3BGRL3
ENST00000314675.11|UBXN11	0.879914100736824	UBXN11
ENST00000374213.3|CD52	0.923594509599614	CD52
ENST00000475866.3|CRYBG2	0.962121431902448	CRYBG2
ENST00000436292.5|ZNF683	0.903490445735475	ZNF683
ENST00000326279.11|LIN28A	0.946824261904683	LIN28A
ENST00000434391.6|DHDDS	0.874125837189449	DHDDS
ENST00000361427.6|HMGN2	0.962766934638416	HMGN2
ENST00000374163.5|RPS6KA1	0.915163069537827	RPS6KA1
ENST00000324856.13|ARID1A	0.953762628161083	ARID1A
ENST00000674273.1|PIGV	0.896705397676867	PIGV
ENST00000374142.9|ZDHHC18	0.905014885775461	ZDHHC18
ENST00000339276.6|SFN	0.957116005604062	SFN
ENST00000374135.9|GPN2	0.897455511176817	GPN2
ENST00000361720.10|GPATCH3	0.960544752558914	GPATCH3
ENST00000321265.10|NUDC	0.955449150224998	NUDC
ENST00000254227.4|NR0B2	0.916535515871981	NR0B2
ENST00000320567.6|KDF1	0.926076511655417	KDF1
ENST00000522111.3|TRNP1	0.914785234536204	TRNP1
ENST00000289166.6|TENT5B	0.879729782739827	TENT5B
ENST00000263980.8|SLC9A1	0.942867196493092	SLC9A1
ENST00000319394.8|WDTC1	0.954789363765723	WDTC1
ENST00000464720.5|TMEM222	0.932015169466461	TMEM222
ENST00000543823.1|SYTL1	0.851639611485572	SYTL1
ENST00000357582.3|MAP3K6	0.935185398835876	MAP3K6
ENST00000270879.9|FCN3	0.938321541929415	FCN3
ENST00000374027.7|CD164L2	0.930892793994388	CD164L2
ENST00000374024.4|GPR3	0.925478815033847	GPR3
ENST00000618852.5|WASF2	0.951324264202745	WASF2
ENST00000374011.6|AHDC1	0.896060098241193	AHDC1
ENST00000374005.8|FGR	0.888865101347239	FGR
ENST00000679644.1|IFI6	0.952351078058118	IFI6
ENST00000373954.11|FAM76A	0.965820747225173	FAM76A
ENST00000373943.9|STX12	0.890569639864649	STX12
ENST00000373931.8|PPP1R8	0.923043248647608	PPP1R8
ENST00000373921.8|THEMIS2	0.979806992316822	THEMIS2
ENST00000373912.8|RPA2	0.914095900704374	RPA2
ENST00000548116.5|SMPDL3B	0.910855848298199	SMPDL3B
ENST00000676017.1|XKR8	0.93510542896265	XKR8
ENST00000373871.8|EYA3	0.892706651936014	EYA3
ENST00000539896.1|PTAFR	0.935831328885854	PTAFR
ENST00000263697.6|DNAJC8	0.954069137887282	DNAJC8
ENST00000465645.1|ATP5IF1	0.939736954197554	ATP5IF1
ENST00000253063.4|SESN2	0.933748386340493	SESN2
ENST00000373842.9|MED18	0.97675648127097	MED18
ENST00000373839.8|PHACTR4	0.901364054362586	PHACTR4
ENST00000373833.10|RCC1	0.899740951634608	RCC1
ENST00000373830.4|TRNAU1AP	0.925433991773653	TRNAU1AP
ENST00000495422.2|TAF12	0.912427825882404	TAF12
ENST00000465518.3|RAB42	0.976667059217594	RAB42
ENST00000373816.6|GMEB1	0.933223629444397	GMEB1
ENST00000542507.5|YTHDF2	0.935460706570859	YTHDF2
ENST00000234961.7|OPRD1	0.953184917706761	OPRD1
ENST00000646800.1|EPB41	0.918072526388469	EPB41
ENST00000420504.2|TMEM200B	0.95424891481705	TMEM200B
ENST00000373795.7|SRSF4	0.937990701751721	SRSF4
ENST00000263702.11|MECR	0.924358097698929	MECR
ENST00000373779.8|PTPRU	0.968359113171583	PTPRU
ENST00000373765.5|MATN1	0.888098225564924	MATN1
ENST00000294507.4|LAPTM5	0.964679403134168	LAPTM5
ENST00000336798.11|SDC3	0.875211561171663	SDC3
ENST00000426105.7|PUM1	0.879563784904214	PUM1
ENST00000373736.7|NKAIN1	0.956152266044273	NKAIN1
ENST00000263694.9|SNRNP40	0.929043114806716	SNRNP40
ENST00000373714.5|ZCCHC17	0.883487433266961	ZCCHC17
ENST00000373713.7|FABP3	0.901947542526163	FABP3
ENST00000373710.5|SERINC2	0.906437268472924	SERINC2
ENST00000271064.12|TINAGL1	0.950591900988375	TINAGL1
ENST00000403528.6|HCRTR1	0.903879736096725	HCRTR1
ENST00000373703.5|PEF1	0.962075200358374	PEF1
ENST00000373672.8|COL16A1	0.900963995166893	COL16A1
ENST00000373658.8|ADGRB2	0.886226781229749	ADGRB2
ENST00000360482.6|SPOCD1	0.920758834643698	SPOCD1
ENST00000647444.2|PTP4A2	0.912898727440621	PTP4A2
ENST00000327300.12|KHDRBS1	0.886203389930957	KHDRBS1
ENST00000336294.10|TMEM39B	0.911386002677887	TMEM39B
ENST00000373625.8|KPNA6	0.962231265150133	KPNA6
ENST00000373609.1|TXLNA	0.918355235352856	TXLNA
ENST00000421922.6|CCDC28B	0.903911878507375	CCDC28B
ENST00000537469.2|IQCC	0.944983494153395	IQCC
ENST00000461402.5|TMEM234	0.953851860595802	TMEM234
ENST00000679270.1|EIF3I	0.937736334530818	EIF3I
ENST00000373582.4|FAM167B	0.915767466768954	FAM167B
ENST00000333070.4|LCK	0.962175704650347	LCK
ENST00000373548.8|HDAC1	0.962187894354977	HDAC1
ENST00000329421.8|MARCKSL1	0.934037557763477	MARCKSL1
ENST00000373534.4|TSSK3	0.960246761733656	TSSK3
ENST00000432622.1|FAM229A	0.910841534496786	FAM229A
ENST00000341071.11|BSDC1	0.978855442461663	BSDC1
ENST00000480336.1|RP1-27O5.3	0.951182771631518	RP1-27O5.3
ENST00000609129.2|ZBTB8B	0.951182771631518	ZBTB8B
ENST00000373510.9|ZBTB8A	0.932109884549661	ZBTB8A
ENST00000468695.6|ZBTB8OS	0.957239419744131	ZBTB8OS
ENST00000373493.10|RBBP4	0.975194558609288	RBBP4
ENST00000409190.8|SYNC	0.976068352813694	SYNC
ENST00000401073.7|KIAA1522	0.954759709200281	KIAA1522
ENST00000676297.1|YARS1	0.964336390872373	YARS1
ENST00000373475.10|S100PBP	0.898723281831295	S100PBP
ENST00000373471.9|FNDC5	0.740771440628556	FNDC5
ENST00000373467.4|HPCA	0.959035771551119	HPCA
ENST00000373463.8|TMEM54	0.923588476212503	TMEM54
ENST00000235150.5|RNF19B	0.946870493448757	RNF19B
ENST00000672715.1|AK2	0.963272491471995	AK2
ENST00000294517.11|AZIN2	0.926773245987573	AZIN2
ENST00000291416.10|TRIM62	0.994227856178728	TRIM62
ENST00000539719.6|ZNF362	0.885797291774404	ZNF362
ENST00000683057.1|PHC2	0.950411080956225	PHC2
ENST00000684572.1|ZSCAN20	0.91924410489032	ZSCAN20
ENST00000373381.9|CSMD2	0.953013637542882	CSMD2
ENST00000522796.1|HMGB4	0.92525979290769	HMGB4
ENST00000488417.2|C1orf94	0.843616061841952	C1orf94
ENST00000521580.3|SMIM12	0.876413130234347	SMIM12
ENST00000338513.1|GJB5	0.942885772153742	GJB5
ENST00000339480.3|GJB4	0.9460028478802	GJB4
ENST00000373366.3|GJB3	0.976890912780604	GJB3
ENST00000342280.5|GJA4	0.949622857016834	GJA4
ENST00000373347.6|DLGAP3	0.932978707035848	DLGAP3
ENST00000417456.1|RP11-244H3.5	0.985819877787617	RP11-244H3.5
ENST00000487874.1|RP11-244H3.4	0.851311800213425	RP11-244H3.4
ENST00000373337.3|TMEM35B	0.985819877787617	TMEM35B
ENST00000357182.9|ZMYM6	0.851311800213425	ZMYM6
ENST00000650449.1|ZMYM1	0.873060793997496	ZMYM1
ENST00000357214.6|SFPQ	0.914229425616259	SFPQ
ENST00000314607.11|ZMYM4	0.980000869437556	ZMYM4
ENST00000325722.8|KIAA0319L	0.958683405749885	KIAA0319L
ENST00000373243.7|NCDN	0.867816839584	NCDN
