#RiboTaper 3nt results (doi:10.1038/nmeth.3688)
type	distance	counts	per	from	col
stop_codon	-30	871	0.407912853703999	rna	0
stop_codon	-29	698	0.326892275413767	rna	1
stop_codon	-28	932	0.436480803274543	rna	2
stop_codon	-27	851	0.398546312861197	rna	0
stop_codon	-26	859	0.402292929198318	rna	1
stop_codon	-25	922	0.431797532853142	rna	2
stop_codon	-24	950	0.444910690033064	rna	0
stop_codon	-23	938	0.439290765527383	rna	1
stop_codon	-22	1216	0.569485683242322	rna	2
stop_codon	-21	940	0.440227419611663	rna	0
stop_codon	-20	897	0.42008935679964	rna	1
stop_codon	-19	1088	0.509539821848393	rna	2
stop_codon	-18	884	0.414001105251819	rna	0
stop_codon	-17	809	0.378876577091314	rna	1
stop_codon	-16	958	0.448657306370184	rna	2
stop_codon	-15	957	0.448188979328044	rna	0
stop_codon	-14	923	0.432265859895282	rna	1
stop_codon	-13	1075	0.503451570300572	rna	2
stop_codon	-12	996	0.466453733971507	rna	0
stop_codon	-11	837	0.391989734271236	rna	1
stop_codon	-10	822	0.384964828639135	rna	2
stop_codon	-9	866	0.405571218493298	rna	0
stop_codon	-8	1293	0.605546865487107	rna	1
stop_codon	-7	1998	0.935717430195854	rna	2
stop_codon	-6	1247	0.584003821548664	rna	0
stop_codon	-5	582	0.272566338525519	rna	1
stop_codon	-4	958	0.448657306370184	rna	2
stop_codon	-3	1444	0.676264248850257	rna	0
stop_codon	-2	1329	0.622406639004149	rna	1
stop_codon	-1	1677	0.785384449668893	rna	2
stop_codon	0	681	0.318930715697386	rna	0
stop_codon	1	1046	0.48987008607851	rna	1
stop_codon	2	738	0.34562535709937	rna	2
stop_codon	3	1093	0.511881457059093	rna	0
stop_codon	4	1104	0.517033054522634	rna	1
stop_codon	5	1015	0.475351947772168	rna	2
stop_codon	6	801	0.375129960754194	rna	0
stop_codon	7	857	0.401356275114038	rna	1
stop_codon	8	686	0.321272350908086	rna	2
stop_codon	9	774	0.362485130616412	rna	0
stop_codon	10	834	0.390584753144816	rna	1
stop_codon	11	705	0.330170564708747	rna	2
stop_codon	12	686	0.321272350908086	rna	0
stop_codon	13	761	0.356396879068591	rna	1
stop_codon	14	796	0.372788325543494	rna	2
stop_codon	15	773	0.362016803574272	rna	0
stop_codon	16	1059	0.495958337626331	rna	1
stop_codon	17	777	0.363890111742832	rna	2
stop_codon	18	978	0.458023847212986	rna	0
stop_codon	19	874	0.409317834830419	rna	1
stop_codon	20	852	0.399014639903337	rna	2
start_codon	-20	1028	0.358387951471203	ribo	1
start_codon	-19	1083	0.377562404127737	ribo	2
start_codon	-18	1458	0.5082973086041	ribo	0
start_codon	-17	1226	0.427415981034723	ribo	1
start_codon	-16	1113	0.388021196485846	ribo	2
start_codon	-15	1241	0.432645377213778	ribo	0
start_codon	-14	1052	0.366754985357691	ribo	1
start_codon	-13	2708	0.94408032352531	ribo	2
start_codon	-12	19749	6.88502300934319	ribo	0
start_codon	-11	4644	1.61902105703528	ribo	1
start_codon	-10	2403	0.837749267884535	ribo	2
start_codon	-9	5782	2.01575791381955	ribo	0
start_codon	-8	2293	0.799400362571468	ribo	1
start_codon	-7	1889	0.658555292148933	ribo	2
start_codon	-6	4550	1.58625017431321	ribo	0
start_codon	-5	1503	0.523985497141263	ribo	1
start_codon	-4	1804	0.628922047134291	ribo	2
start_codon	-3	4591	1.60054385720262	ribo	0
start_codon	-2	2112	0.736298982010877	ribo	1
start_codon	-1	2057	0.717124529354344	ribo	2
start_codon	0	5782	2.01575791381955	ribo	0
start_codon	1	3342	1.16510946869335	ribo	1
start_codon	2	1036	0.361176962766699	ribo	2
start_codon	3	4091	1.42623065123414	ribo	0
start_codon	4	2779	0.968832798772835	ribo	1
start_codon	5	1781	0.620903639659741	ribo	2
start_codon	6	5646	1.96834472179612	ribo	0
start_codon	7	2456	0.856226467717194	ribo	1
start_codon	8	1911	0.666225073211547	ribo	2
start_codon	9	4724	1.64691116999024	ribo	0
start_codon	10	2200	0.76697810626133	ribo	1
start_codon	11	1627	0.567215172221447	ribo	2
start_codon	12	4237	1.47713010737693	ribo	0
start_codon	13	2165	0.754776181843536	ribo	1
start_codon	14	2099	0.731766838655697	ribo	2
start_codon	15	2992	1.04309022451541	ribo	0
start_codon	16	1551	0.540719564914238	ribo	1
start_codon	17	1196	0.416957188676614	ribo	2
start_codon	18	3164	1.10305396736857	ribo	0
start_codon	19	1786	0.622646771719426	ribo	1
start_codon	20	1312	0.457397852461302	ribo	2
stop_codon	-32	1466	0.508746907089489	ribo	1
stop_codon	-31	1413	0.490354283572611	ribo	2
stop_codon	-30	2810	0.975156077026919	ribo	0
stop_codon	-29	1435	0.497988957485277	ribo	1
stop_codon	-28	1575	0.546573246020426	ribo	2
stop_codon	-27	3177	1.10251631911549	ribo	0
stop_codon	-26	1604	0.55663713435985	ribo	1
stop_codon	-25	1417	0.491742406102187	ribo	2
stop_codon	-24	3440	1.19378537543509	ribo	0
stop_codon	-23	2437	0.845713651143986	ribo	1
stop_codon	-22	2424	0.841202252922866	ribo	2
stop_codon	-21	3984	1.38257003945738	ribo	0
stop_codon	-20	2306	0.800252638300383	ribo	1
stop_codon	-19	2302	0.798864515770807	ribo	2
stop_codon	-18	4987	1.73064176374849	ribo	0
stop_codon	-17	2375	0.824197751935563	ribo	1
stop_codon	-16	2010	0.697531571111782	ribo	2
stop_codon	-15	4549	1.57864234675995	ribo	0
stop_codon	-14	2575	0.893603878414348	ribo	1
stop_codon	-13	1450	0.503194416971186	ribo	2
stop_codon	-12	972	0.337313774686892	ribo	0
stop_codon	-11	2021	0.701348908068115	ribo	1
stop_codon	-10	1345	0.466756200569824	ribo	2
stop_codon	-9	881	0.305733987139045	ribo	0
stop_codon	-8	1733	0.601404085938666	ribo	1
stop_codon	-7	1825	0.633330904118907	ribo	2
stop_codon	-6	788	0.27346013832641	ribo	0
stop_codon	-5	1280	0.444199209464219	ribo	1
stop_codon	-4	1497	0.5195048566937	ribo	2
stop_codon	-3	703	0.243962534572927	ribo	0
stop_codon	-2	1250	0.433788290492402	ribo	1
stop_codon	-1	1236	0.428929861638887	ribo	2
stop_codon	0	1076	0.373404960455859	ribo	0
stop_codon	1	1275	0.44246405630225	ribo	1
stop_codon	2	1135	0.393879767767101	ribo	2
stop_codon	3	1151	0.399432257885404	ribo	0
stop_codon	4	1210	0.419907065196645	ribo	1
stop_codon	5	1673	0.580582247995031	ribo	2
stop_codon	6	1047	0.363341072116436	ribo	0
stop_codon	7	1361	0.472308690688127	ribo	1
stop_codon	8	1335	0.463285894245885	ribo	2
stop_codon	9	753	0.261314066192623	ribo	0
stop_codon	10	943	0.327249886347468	ribo	1
